att_num_0,att_num_1,target_0
0.5066901835425668,0.17484541154912203,1
0.006244021730904548,0.05220832366612915,0
0.9948592229670122,0.8411334146316662,1
0.27401820725177406,0.4375209407413124,0
0.6384068099999348,0.6355250573511396,1
0.054779993116785275,0.975138520244516,0
0.6091344729878057,0.5671291050925603,1
0.4817076461051577,0.5245925485494599,0
0.851130776312119,0.29444541372800226,1
0.0838956405635114,0.8782242939358432,0
0.9021925419196296,0.5772758352836707,1
0.15612507229919514,0.7997536820626683,0
0.6818332112380053,0.6215301402552018,1
0.13441342083782026,0.45939122778686714,0
0.7968488748442247,0.40468607799128686,1
0.43771806625396303,0.8719167605720602,0
0.5250950928122722,0.541403863363441,1
0.20302272620970097,0.2272596878451787,0
0.6840004114476668,0.6344146197706523,1
0.7663042478812438,0.9389658486836816,0
0.7433275988208151,0.5838402199105635,1
0.4350698415875399,0.9684091116678729,0
0.1495300463404412,0.1008829597458174,1
0.2725532118843257,0.6117302190093007,0
0.2723302363026713,0.20128401492438586,1
0.5422513042752672,0.7188932413477507,0
0.4848050982750377,0.3192443805635501,1
0.28033383664010225,0.5415070185417928,0
0.9874513823412289,0.8388793574933472,1
0.07220025071710501,0.3046426800747907,0
0.7416071661818591,0.3856439786911694,1
0.23836339701808795,0.9358438781611278,0
0.23000947620803147,0.12235375371616786,1
0.2587605113559317,0.6563967108777883,0
0.9329902687347069,0.41255820383739805,1
0.1913615165043363,0.3154222636935662,0
0.6086476800267364,0.1969279015097154,1
0.22799305024549343,0.2907435888436718,0
0.8561167228755561,0.30109545214476297,1
0.11095301057261997,0.7846636259660085,0
0.4902058393635229,0.16561198509285058,1
0.07072506219785923,0.8884442844636465,0
0.9530241916270177,0.1801398802239389,1
0.7848066473616389,0.9384727629601816,0
0.7508571497669435,0.3980223797858349,1
0.1776836735062307,0.7563397459342707,0
0.8060879062320467,0.10582992381770828,1
0.2557508301365278,0.3404312029092478,0
0.8102313646049414,0.41442411125001866,1
0.18014901775430214,0.24667670383742835,0
0.8680277276660631,0.3163477466071327,1
0.6178060422721762,0.8663072762700462,0
0.9888746764025945,0.9904762910379437,1
0.023759095782499573,0.7130342094796581,0
0.14833161477217538,0.02418433753595861,1
0.35719906037170623,0.6475963737126489,0
0.9596195944308015,0.9720282826650226,1
0.1702642049623596,0.7919931447190208,0
0.9800116356473855,0.7128139316325266,1
0.07760919391222787,0.8924368355951127,0
0.4286484413236906,0.20661272774506767,1
0.19274196091792972,0.7172085764659196,0
0.7556204503438517,0.49263061808332353,1
0.10718079118987911,0.29756098553355037,0
0.8596399871683671,0.056182359577032104,1
0.10662836850424928,0.9875006845424635,0
0.2817609685222807,0.02787916139306279,1
0.1791615397585017,0.501024902728269,0
0.7875838207399947,0.8446142958200107,1
0.31420490140875434,0.3545078579614711,0
0.8208588118710806,0.07555897339999229,1
0.184008655193882,0.28635565877617797,0
0.43651783617207807,0.35951046313524715,1
0.5803814555172843,0.9568824177705869,0
0.3392712895314628,0.30206898526273285,1
0.06958356783038022,0.9165615276899378,0
0.42617778505227843,0.337533620065092,1
0.1279923819398977,0.8390787905796311,0
0.7329310394460098,0.3864230037176566,1
0.3850831447136037,0.40283065988011546,0
0.5743740545787033,0.46928832493592654,1
0.08964878026365275,0.9453097277395479,0
0.637033139992679,0.26037262285595175,1
0.024033169141176258,0.6703258164471071,0
0.8404514000420941,0.8690002384074823,1
0.09966561333905333,0.8881137021122082,0
0.8318846530516245,0.5285544873681868,1
0.6483485268562432,0.9024512322774616,0
0.5954248445428685,0.5788934448734654,1
0.08547504668977746,0.10541942107220914,0
0.967568241912204,0.09902767184313299,1
0.028787948503187,0.33134640136324467,0
0.744865950560817,0.009991293239926091,1
0.4299945888559088,0.7239732251393578,0
0.6898546549719249,0.3458115899975871,1
0.2040821423675938,0.4354067464384811,0
0.8195512376189051,0.569431384599648,1
0.28983513329223576,0.38378280762855277,0
0.4934331885332104,0.40943065597955475,1
0.3117318501448403,0.4408812586331141,0
0.48041511521350866,0.4503467057994648,1
0.3364766123349864,0.7503637558360905,0
0.6425110096623873,0.605628134475663,1
0.2941301524454575,0.6115864844510172,0
0.9791070728956612,0.9852699049723069,1
0.13815046160923727,0.45289438772900426,0
0.8816860247364485,0.9451798993652756,1
0.07009576573842446,0.5415629878463891,0
0.7168644335878257,0.7277192501694297,1
0.15756667725521822,0.5731333639225686,0
0.26826691585764073,0.04897355383492863,1
0.4980632431591261,0.7352209507987001,0
0.8165643060064136,0.8355608517847473,1
0.21653948830332292,0.568899939807542,0
0.8096551464454326,0.11088527107604451,1
0.048498239198449755,0.8112292015871206,0
0.5544789405375656,0.42476207915787223,1
0.2858290358378114,0.2946498087227606,0
0.23138645445543238,0.15056220133930798,1
0.2659713277542016,0.3108207571637305,0
0.7420860909044495,0.23618779911252674,1
0.2554959547582466,0.7011690007199284,0
0.9002913290800441,0.39991809812098866,1
0.32495475971220933,0.3938927121068331,0
