att_num_0,att_num_1,target_0
0.1806948885078602,0.03343818939965182,1
0.09292789147209013,0.8232806734612775,0
0.8737067766086444,0.5264122779422127,1
0.07937052127365007,0.22378427801352485,0
0.9287138705516194,0.04181257252329751,1
0.048525623374994775,0.5330230939685929,0
0.7985575101305419,0.8092629693753793,1
0.30100628244167327,0.8254664822641621,0
0.9376293047658035,0.5896191729648751,1
0.3166779878078717,0.7188749610735579,0
0.7501944210707703,0.12095197315708595,1
0.13085335070900828,0.44497304694434403,0
0.38534474079500414,0.2772566821470054,1
0.12137464441223333,0.9998459784479299,0
0.9116272167847507,0.6091023500138205,1
0.08987803224752888,0.11819919957897274,0
0.32353120433663685,0.17213750897025903,1
0.20427797758255783,0.6184848606877943,0
0.8930450513838686,0.7695922968607739,1
0.07495825097213082,0.11306845537965238,0
0.4776124868740854,0.4889673697635528,1
0.6761094580328036,0.8369293832944693,0
0.6944336061818341,0.06455102271362478,1
0.4752849006404849,0.5399202303265263,0
0.9789929603933775,0.525924165797228,1
0.07870928592272108,0.0979473774837154,0
0.7856638956785525,0.001066197777150224,1
0.6396874695145548,0.899617581757619,0
0.9188436635895005,0.05293160910272021,1
0.0678081119295022,0.16212985380362321,0
0.4239848706227697,0.07572257845265973,1
0.2899261932307341,0.39076922929737035,0
0.1344643864499936,0.06495896523135714,1
0.5751820669373595,0.8454731340192471,0
0.760367292537204,0.10925914104862111,1
0.06879024571080805,0.4124328401306455,0
0.998341228854415,0.28583894086149453,1
0.4336295228282603,0.9742503357957913,0
0.9448760384713156,0.31398583718662487,1
0.11395594303613144,0.764898744414405,0
0.9591732473822269,0.8073028332549212,1
0.2416378660870171,0.41962083941590744,0
0.7478177144662863,0.31127023549325694,1
0.4088777949371821,0.5241992165585472,0
0.8070302339659444,0.8371049532875823,1
0.8075754369871566,0.9633938864204523,0
0.6480494791596335,0.11743971361871552,1
0.1545834490301371,0.23568058965404293,0
0.7943652694930153,0.35083525640800794,1
0.27764200208319134,0.7892273919739834,0
0.7322376635861674,0.6165156302457839,1
0.29221323034313773,0.8977661319368353,0
0.07614285243421581,0.041794844470262715,1
0.7382202411277452,0.9704504283836852,0
0.5536888309633793,0.4233414295396304,1
0.12121323555719166,0.9979549538365375,0
0.6357456627757025,0.43298788027912494,1
0.26796422609573833,0.5768496384443978,0
0.8907744632077371,0.12154956731863176,1
0.2795027806814234,0.9664141397633259,0
0.5751744688760643,0.32455792713160414,1
0.3881794485165311,0.9654621711422748,0
0.5724037743634136,0.2216982113806153,1
0.2770804837785297,0.873285031177636,0
0.7140110007157296,0.481842838680723,1
0.27210681125629566,0.7396810346222671,0
0.5639423542168299,0.07105346126498557,1
0.13972830806902548,0.9239531460340235,0
0.45708441280468715,0.0436792534420678,1
0.2486595012035483,0.6331496405067303,0
0.286758279062892,0.15917179409069282,1
0.06086273416108845,0.2927287155813919,0
0.5558021612504337,0.06290300893949918,1
0.3361547710920334,0.9741473310425326,0
0.15756449322313393,0.09197496504426994,1
0.2862177815144267,0.40155501306130437,0
0.2918196276731905,0.2942233148396274,1
0.5244550991364907,0.7554305838997322,0
0.8545338014768077,0.8498398031179245,1
0.28685737025171687,0.6402358524398828,0
0.7594038212813655,0.7596818688854566,1
0.001478174849310232,0.5080796498038967,0
0.9487688103568751,0.6486618557753342,1
0.022205162316974003,0.4058131926682288,0
0.7527005529670057,0.591688973411644,1
0.13089641455337986,0.7732930613371912,0
0.5569230891497233,0.5245472200152886,1
0.11758654021129589,0.9167612386138981,0
0.4312433584094828,0.35326106157658554,1
0.08585392293825733,0.9395236544522416,0
0.14694841568584316,0.042435736926589085,1
0.05978299758990446,0.44495082093045035,0
0.8596236316262553,0.1695675207421664,1
0.26598510846369117,0.896344808458206,0
0.776286689137946,0.8853086384557437,1
0.39940943339335366,0.5846019126207626,0
0.8397498017268233,0.006661191399043198,1
0.22963452279774832,0.43134598820059955,0
0.992609181534658,0.0031310494531916477,1
0.6966889677168348,0.8540855443898622,0
0.6101523612506701,0.4407986195431237,1
0.5755156283108959,0.913359403132955,0
0.38369687514947914,0.26026119758902266,1
0.017121799498020063,0.6602819568051042,0
0.71215829059208,0.012754631351779344,1
0.27604394457685655,0.6870395285158479,0
0.5474699148720154,0.4784360023662818,1
0.29398105580066236,0.31860528428643675,0
0.6468331484067429,0.23939796801661972,1
0.04353353848214081,0.7348707733518768,0
0.7531099130203954,0.6934126420954639,1
0.30496909998768373,0.7215321047558426,0
0.23429120917019808,0.20256758871116898,1
0.1220363435315186,0.7258120323485455,0
0.9947138906401436,0.3907203138323678,1
0.5141782478260806,0.7364502497776528,0
0.8852494931949945,0.9183420611415851,1
0.5029649114007257,0.7425502178544553,0
0.6884289153489968,0.5936537736157937,1
0.8194647772710906,0.9994082173663058,0
0.685888580705974,0.6962898021116417,1
0.10658147821254726,0.6740769760670702,0
0.7444817131608618,0.7488117819844038,1
0.03786365116846413,0.30470659535178046,0
0.7894249802441303,0.7780005779911943,1
0.12301871199904535,0.361773226411624,0
0.5026413722755104,0.41561593260254515,1
0.5202387124335224,0.7362397407915707,0
0.5684542612284154,0.3008184822693796,1
0.06216405231368016,0.3324664379842035,0
0.8951145134067259,0.7942451239920321,1
0.07652531456396006,0.3030204479632148,0
0.7654461391733435,0.10570208454309127,1
0.12153024510763144,0.8855771319076722,0
0.9537633313620032,0.7548943325960084,1
0.7624717641030562,0.9109116431556445,0
0.6120584441415016,0.19924942361928544,1
0.4093964844192103,0.542358107383969,0
0.16376481274076993,0.14290268324917987,1
0.29985524533120145,0.3197939625554026,0
0.6441568349840818,0.0875647589015871,1
0.39189506197676116,0.41718410393857985,0
